EW2019;
Amtliches Endergebnis;
Nr;Gebiet;gehört zu;Wahlberechtigte;;Wähler/-innen;;Ungültige;;Gültige;;Christlich Demokratische Union Deutschlands;;Sozialdemokratische Partei Deutschlands;;BÜNDNIS 90/DIE GRÜNEN;;DIE LINKE;;Alternative für Deutschland;;Christlich-Soziale Union in Bayern e.V.;;Freie Demokratische Partei;;FREIE WÄHLER;;Piratenpartei Deutschland;;PARTEI MENSCH UMWELT TIERSCHUTZ;;Nationaldemokratische Partei Deutschlands;;Familien-Partei Deutschlands;;Ökologisch-Demokratische Partei;;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;Ab jetzt...Demokratie durch Volksabstimmung - Politik für die Menschen;;Bayernpartei;;Deutsche Kommunistische Partei;;Marxistisch-Leninistische Partei Deutschlands;;Sozialistische Gleichheitspartei, Vierte Internationale;;Aktion Partei für Tierschutz – DAS ORIGINAL;;Allianz für Menschenrechte, Tier- und Naturschutz;;Bündnis C - Christen für Deutschland;;Bündnis für Innovation & Gerechtigkeit;;Bündnis Grundeinkommen - Die Grundeinkommenspartei;;Demokratie DIREKT!;;Demokratie in Europa - DiEM25;;DER DRITTE WEG;;Die Grauen – Für alle Generationen;;DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz;;Die Violetten;;Europäische Partei LIEBE;;Feministische Partei DIE FRAUEN;;Graue Panther;;LKR - Bernd Lucke und die Liberal-Konservativen Reformer;;Menschliche Welt - für das Wohl und Glücklichsein aller;;Neue Liberale – Die Sozialliberalen;;Ökologische Linke;;Partei der Humanisten;;PARTEI FÜR DIE TIERE DEUTSCHLAND;;Partei für Gesundheitsforschung;;Volt Deutschland;;Übrige;;
09190;Weilheim-Schongau;09;102661;100654;65600;44488;186;141;65414;44347;;;5273;7267;11958;5558;1378;1164;4847;4572;26812;17200;1992;1338;3868;2001;275;414;737;488;103;142;297;169;3949;2140;1046;128;50;114;997;1178;14;19;9;7;12;10;116;;96;;67;;39;;49;;35;;187;;13;;78;;28;;45;;43;;78;;105;;82;;46;;17;;41;;82;;108;;65;;377;;;438;
09261;Landshut, Stadt;09;49256;48822;28802;18488;73;57;28729;18431;;;2158;3227;5668;2703;733;660;2552;1525;11819;7106;1139;621;1224;765;166;242;394;282;38;82;86;42;973;601;606;112;17;39;267;254;13;16;11;7;5;4;45;;52;;30;;32;;20;;13;;113;;7;;28;;8;;27;;27;;25;;34;;31;;38;;9;;30;;39;;44;;34;;174;;;143;
09262;Passau, Stadt;09;38257;38468;22466;14490;55;48;22411;14442;;;1932;2963;4524;1980;614;613;1824;1156;9307;5403;806;596;402;265;106;202;255;158;19;67;58;35;997;653;494;92;16;17;201;130;2;6;0;6;4;3;26;;32;;26;;6;;19;;8;;79;;4;;22;;7;;15;;9;;14;;19;;35;;15;;9;;27;;38;;25;;19;;396;;;97;
09263;Straubing, Stadt;09;34121;34667;17101;11029;68;51;17033;10978;;;1132;1796;1981;725;410;321;1993;804;8669;5450;408;280;619;308;81;87;201;121;39;143;56;20;631;547;276;41;23;38;163;179;1;4;7;7;2;6;28;;23;;10;;8;;8;;6;;34;;2;;15;;5;;12;;13;;14;;13;;11;;10;;3;;4;;12;;26;;22;;62;;;101;
09271;Deggendorf;09;91964;91418;47103;27570;109;93;46994;27477;;;2907;3849;4657;1757;735;669;5359;2348;25300;14167;1062;531;2522;1692;188;187;481;300;72;245;145;75;1212;714;547;70;51;69;789;488;7;5;3;7;4;2;78;;62;;22;;26;;20;;17;;77;;18;;42;;31;;33;;25;;44;;35;;85;;18;;6;;20;;38;;75;;53;;128;;;302;
09272;Freyung-Grafenau;09;63757;63709;31715;16875;76;58;31639;16817;;;1842;2504;2446;983;448;380;3627;1235;18113;8815;571;289;1660;896;89;101;282;158;47;157;65;38;889;438;245;38;24;37;711;566;6;7;2;4;1;3;55;;40;;9;;2;;12;;11;;57;;8;;24;;15;;13;;16;;20;;25;;43;;10;;7;;9;;40;;47;;40;;68;;;168;
09273;Kelheim;09;88551;87352;53127;32825;136;108;52991;32717;;;3150;5161;5521;2388;814;647;4731;2022;29891;17119;1028;591;2382;1398;216;273;570;304;96;246;126;89;1863;1332;658;77;49;55;771;746;7;16;10;3;4;6;89;;59;;35;;42;;30;;19;;115;;23;;50;;28;;35;;33;;56;;50;;42;;26;;14;;21;;51;;84;;47;;155;;;244;
09274;Landshut;09;118913;116297;73247;46391;176;127;73071;46264;;;3965;5951;8644;4330;1086;888;7140;2885;37043;22077;1882;1017;5926;4593;300;431;864;486;82;223;239;128;2337;1577;872;130;62;78;1038;1030;9;13;6;5;3;11;125;;75;;75;;27;;38;;34;;131;;18;;76;;28;;72;;36;;66;;64;;64;;47;;12;;28;;80;;127;;87;;263;;;411;
09275;Passau;09;150646;149285;79632;45962;185;162;79447;45800;;;5523;7160;7714;3254;1285;1256;8401;3625;43161;23258;1777;988;3573;1797;261;327;896;534;118;313;284;106;2673;1571;805;104;82;133;1235;887;5;13;4;9;1;9;154;;104;;69;;17;;38;;22;;118;;37;;101;;27;;41;;52;;58;;70;;121;;51;;10;;30;;71;;120;;93;;245;;;456;
09276;Regen;09;62104;62610;29571;16498;74;69;29497;16429;;;1955;2437;2303;929;460;386;3936;1501;16146;8436;576;314;1286;867;114;119;286;161;34;136;73;42;819;538;362;35;30;33;511;301;2;6;2;2;2;6;66;;39;;25;;2;;20;;5;;35;;33;;27;;10;;16;;23;;26;;21;;46;;15;;3;;12;;33;;46;;35;;62;;;180;
09277;Rottal-Inn;09;92148;91946;50147;30433;141;141;50006;30292;;;2752;3589;5141;2119;755;615;4664;2231;27909;16488;1096;631;2547;1178;163;226;550;377;45;198;139;73;1732;1424;547;84;35;53;842;723;6;9;6;6;2;4;97;;80;;22;;6;;27;;21;;86;;18;;61;;17;;29;;27;;39;;45;;67;;46;;12;;11;;48;;82;;46;;188;;;264;
09278;Straubing-Bogen;09;77829;76667;45784;30366;106;90;45678;30276;;;2028;3467;3601;1337;559;417;4828;1796;26820;17174;810;559;2703;1836;155;156;391;249;108;337;126;72;1710;1820;454;70;40;64;589;630;9;11;3;8;4;9;56;;42;;16;;6;;18;;26;;54;;14;;58;;14;;14;;22;;31;;39;;22;;17;;6;;14;;49;;54;;57;;111;;;264;
09279;Dingolfing-Landau;09;71333;71650;38793;25503;107;92;38686;25411;;;2330;3452;3181;1438;556;473;4382;1648;21311;13893;910;458;2068;1089;182;164;403;246;61;256;120;88;1427;1126;433;87;23;61;588;604;1;8;3;2;4;1;67;;36;;30;;14;;19;;10;;38;;14;;33;;14;;29;;16;;24;;38;;34;;23;;9;;14;;28;;48;;42;;123;;;317;
09361;Amberg, Stadt;09;32373;33217;16912;11512;68;38;16844;11474;;;2098;2821;2690;892;486;417;1842;1096;6682;4652;483;291;690;259;136;127;204;115;23;63;59;15;541;419;322;35;20;28;163;124;2;2;2;5;0;1;30;;23;;19;;6;;9;;13;;40;;7;;27;;2;;6;;10;;15;;20;;17;;9;;2;;5;;28;;27;;27;;59;;;112;
09362;Regensburg, Stadt;09;106300;103432;64366;41675;120;94;64246;41581;;;5589;9570;17573;7249;2306;1859;4576;3162;20570;13228;2306;1331;2221;1239;516;804;645;431;38;138;141;76;2593;1528;2237;314;42;55;389;286;35;41;10;12;4;12;90;;78;;56;;60;;62;;29;;609;;16;;68;;14;;58;;41;;70;;53;;87;;50;;31;;94;;177;;64;;63;;585;;;246;
09363;Weiden i.d.OPf., Stadt;09;32545;33246;17022;11551;61;46;16961;11505;;;2214;2888;2518;967;505;366;1818;1216;6899;4700;579;256;709;285;107;93;182;94;19;94;67;26;393;227;289;44;29;45;174;109;4;3;4;5;0;6;46;;29;;9;;19;;14;;10;;52;;10;;18;;5;;14;;9;;22;;13;;15;;13;;5;;11;;28;;29;;27;;53;;;81;
09371;Amberg-Sulzbach;09;81933;82522;49404;33538;168;153;49236;33385;;;5871;7452;5825;2260;955;760;4705;2365;21848;15416;1135;547;3712;1663;281;272;521;268;92;258;185;103;1578;1101;803;121;50;64;593;420;10;9;7;13;1;5;100;;76;;53;;9;;26;;22;;70;;12;;76;;16;;21;;38;;53;;45;;31;;35;;8;;18;;35;;103;;64;;153;;;288;
09372;Cham;09;102050;102140;54266;31749;125;137;54141;31612;;;2802;4112;4491;1863;767;511;6546;2192;28712;16985;891;500;4918;2705;186;249;487;291;80;200;193;79;1548;775;595;69;61;57;791;699;12;19;4;6;2;12;84;;57;;44;;2;;28;;17;;76;;109;;61;;15;;23;;23;;42;;54;;31;;37;;7;;16;;50;;98;;64;;117;;;288;
09373;Neumarkt i.d.OPf.;09;101502;99620;63990;42576;144;139;63846;42437;;;3929;5783;8850;3477;1272;936;5406;2874;32256;22669;1457;694;4343;2496;324;350;635;370;112;388;249;132;1947;1109;1043;159;57;92;596;543;16;8;4;6;2;3;95;;81;;65;;34;;71;;22;;111;;37;;59;;25;;31;;29;;59;;51;;57;;32;;17;;22;;69;;103;;86;;192;;;348;
09374;Neustadt a.d.Waldnaab;09;75822;76683;44479;31408;147;145;44332;31263;;;5193;6554;4386;1771;774;516;4367;2408;21420;15391;986;433;3323;1663;183;218;429;293;93;306;177;91;1015;764;483;82;50;74;532;436;6;6;4;9;2;6;81;;65;;41;;6;;25;;24;;62;;8;;56;;9;;28;;27;;55;;38;;26;;32;;8;;16;;44;;87;;61;;110;;;242;
09375;Regensburg;09;147691;146252;92345;61865;264;256;92081;61609;;;6510;11049;12911;5357;1661;1299;8832;4449;43058;27280;2114;1279;7844;5705;470;505;920;644;122;358;315;167;2871;1687;1373;223;81;117;950;844;17;32;7;18;3;11;150;;102;;79;;38;;54;;32;;236;;24;;83;;30;;74;;46;;68;;101;;104;;54;;24;;32;;114;;133;;114;;330;;;585;
09376;Schwandorf;09;114507;114360;63717;41070;184;163;63533;40907;;;6302;8588;6093;2172;1236;813;7421;3001;30278;20184;1301;479;4462;1741;275;309;681;426;150;341;276;135;1866;1302;816;127;72;94;896;713;10;14;9;11;0;13;126;;95;;63;;38;;34;;26;;73;;21;;84;;27;;42;;37;;64;;70;;83;;43;;23;;25;;55;;116;;79;;165;;;444;
09377;Tirschenreuth;09;58961;60297;34674;24073;109;96;34565;23977;;;3368;4131;3206;1203;548;391;2914;1416;18086;13390;667;322;2839;1520;126;158;349;218;75;216;117;87;639;367;507;56;37;69;394;211;2;2;4;8;2;5;76;;45;;49;;9;;23;;6;;33;;7;;39;;11;;22;;21;;23;;41;;21;;21;;6;;7;;30;;78;;46;;71;;;207;
09461;Bamberg, Stadt;09;55702;55010;33617;22127;93;81;33524;22046;;;3234;4381;9537;4631;1371;989;2621;1550;10162;7235;1191;785;1028;429;221;419;337;204;44;182;96;62;998;527;1245;168;20;42;136;204;9;23;24;28;2;5;44;;43;;40;;14;;33;;16;;183;;15;;42;;9;;25;;22;;40;;34;;14;;20;;13;;44;;75;;47;;39;;436;;;182;
09462;Bayreuth, Stadt;09;57162;57280;32379;21750;74;83;32305;21667;;;3837;5277;7628;3133;933;767;2426;1757;10646;7220;1715;1177;964;530;184;428;402;233;32;89;94;62;891;334;1029;161;30;35;124;122;12;8;7;13;0;2;65;;34;;80;;23;;22;;16;;160;;6;;27;;15;;12;;24;;27;;37;;42;;14;;24;;27;;130;;47;;52;;467;;;319;
09463;Coburg, Stadt;09;31595;32359;17848;12559;57;33;17791;12526;;;2509;3496;4065;1712;582;503;1352;995;5934;4351;682;414;457;181;87;147;208;134;45;87;69;36;543;218;628;89;20;25;63;45;3;6;13;3;1;1;30;;29;;25;;16;;14;;9;;50;;4;;30;;2;;11;;14;;21;;30;;12;;16;;7;;13;;30;;33;;25;;109;;;83;
09464;Hof, Stadt;09;33055;34221;16489;11294;54;54;16435;11240;;;2348;2701;2384;929;485;421;1926;1075;6226;4676;592;298;635;244;152;170;202;119;26;96;58;39;259;108;454;46;17;16;86;60;5;8;3;4;0;;44;;30;;111;;41;;12;;7;;34;;5;;33;;9;;12;;10;;22;;22;;10;;14;;9;;8;;26;;32;;22;;64;;;230;
09471;Bamberg;09;116313;115598;70364;46669;177;190;70187;46479;;;5635;7739;9497;3923;1290;1175;7933;3186;31770;23289;2292;1043;4438;1566;407;471;809;459;211;736;390;224;1574;809;1265;167;93;178;655;740;14;5;29;23;5;10;141;;104;;79;;13;;51;;45;;111;;85;;133;;37;;45;;60;;82;;92;;62;;53;;22;;40;;78;;115;;138;;294;;;736;
09472;Bayreuth;09;84304;85177;50453;34697;135;120;50318;34577;;;5612;7676;6845;2741;910;746;4269;2556;22991;15370;1284;819;3810;2305;195;280;589;347;83;194;269;150;982;393;799;96;67;76;304;294;11;8;8;4;1;4;110;;88;;73;;15;;36;;42;;80;;29;;76;;24;;34;;25;;57;;56;;39;;39;;8;;31;;62;;115;;75;;175;;;518;
09473;Coburg;09;69832;70794;40006;28104;112;100;39894;28004;;;5802;7788;5626;2183;836;729;3555;2053;16526;11785;1091;567;2431;1107;169;217;490;249;78;252;166;119;1009;396;862;109;43;55;156;161;8;4;24;26;0;6;97;;47;;43;;61;;29;;36;;57;;13;;61;;22;;28;;27;;39;;42;;34;;34;;15;;16;;51;;78;;46;;146;;;198;
09474;Forchheim;09;90648;89698;57875;39835;143;130;57732;39705;;;5207;7920;9967;4579;1252;1117;4968;2874;24369;16624;1818;1076;4426;2481;306;378;644;417;98;371;257;119;1359;574;1067;162;63;102;286;262;12;20;11;12;12;8;120;;76;;132;;19;;31;;25;;121;;35;;94;;22;;35;;33;;54;;76;;57;;37;;18;;24;;104;;107;;74;;316;;;609;
09475;Hof;09;76879;79214;43751;32049;124;132;43627;31917;;;6540;8325;4741;1881;860;848;4528;2381;18790;14386;1144;551;2976;1275;201;309;583;327;87;217;181;118;605;343;842;108;48;65;207;185;11;9;8;11;2;8;99;;100;;246;;28;;40;;19;;55;;28;;59;;17;;28;;31;;32;;62;;39;;35;;13;;12;;45;;98;;74;;113;;;570;
09476;Kronach;09;54955;56593;31142;21125;114;145;31028;20980;;;4644;5317;3113;1071;603;437;2896;1286;14769;10360;680;379;1774;849;122;150;489;175;91;246;126;63;413;181;423;56;21;48;108;108;7;7;11;11;2;4;72;;56;;49;;17;;21;;16;;45;;24;;38;;11;;26;;26;;33;;25;;16;;23;;1;;6;;14;;104;;32;;81;;;232;
09477;Kulmbach;09;58900;60402;33827;23288;105;87;33722;23201;;;4463;5653;4787;1661;675;637;3218;1915;14217;10167;894;572;2309;1128;131;212;426;222;77;150;119;82;732;295;627;87;37;62;168;101;2;8;3;10;0;6;67;;58;;76;;15;;27;;15;;70;;17;;41;;10;;28;;18;;36;;43;;26;;23;;10;;17;;27;;74;;51;;88;;;233;
09478;Lichtenfels;09;53699;54645;30999;21779;108;83;30891;21696;;;3090;3846;3859;1322;573;403;3062;1525;14664;11513;745;377;1835;1062;127;230;414;205;89;277;152;66;673;387;639;81;38;52;192;136;3;2;4;2;0;6;62;;55;;49;;21;;17;;7;;38;;14;;72;;12;;24;;16;;25;;35;;21;;27;;8;;6;;32;;54;;45;;92;;;204;
09479;Wunsiedel i.Fichtelgebirge;09;58033;60370;31669;22246;140;126;31529;22120;;;4869;6240;3531;1381;690;601;3428;1652;13167;9400;789;409;1874;806;126;191;558;286;84;258;162;78;420;205;589;95;55;69;260;196;7;9;7;6;2;5;113;;70;;44;;29;;23;;9;;55;;21;;41;;13;;27;;26;;32;;51;;21;;30;;10;;11;;46;;77;;57;;105;;;233;
09561;Ansbach, Stadt;09;30644;31263;16542;11331;68;46;16474;11285;;;1891;3040;3383;1529;608;512;1683;882;5590;3451;504;247;685;360;128;122;239;123;37;86;76;34;695;572;348;62;30;41;71;72;9;12;3;1;1;1;47;;32;;34;;21;;11;;9;;43;;3;;26;;8;;10;;12;;20;;18;;15;;8;;2;;6;;31;;44;;21;;72;;;138;
09562;Erlangen, Stadt;09;77514;77383;51535;37320;113;88;51422;37232;;;6222;10476;14870;7021;2151;1753;3041;2473;14136;9752;2151;1534;1352;923;586;828;425;312;54;131;157;110;2116;1154;1953;298;40;64;139;109;6;17;27;23;1;9;58;;47;;86;;56;;42;;17;;286;;11;;61;;17;;33;;30;;50;;56;;59;;29;;25;;61;;204;;47;;53;;667;;;245;
09563;Fürth, Stadt;09;86896;86007;49124;31368;172;145;48952;31223;;;6914;9179;12144;4957;2406;2228;4348;2542;13687;8124;1694;945;1280;576;387;656;684;338;71;220;210;96;1112;473;1655;275;61;70;236;170;34;31;38;16;4;9;105;;94;;199;;64;;49;;25;;217;;24;;59;;21;;39;;47;;53;;72;;58;;42;;34;;57;;144;;99;;63;;422;;;318;
09564;Nürnberg, Stadt;09;342881;349601;201242;143804;590;811;200652;142993;;;25941;42711;48464;20688;9649;8180;17661;12070;60582;39577;6862;4300;4904;2700;1986;2719;2598;1675;382;1311;682;467;5348;3016;6874;1106;249;327;632;609;132;166;99;111;17;45;351;;303;;385;;377;;188;;114;;872;;67;;249;;74;;167;;133;;263;;300;;241;;174;;98;;253;;482;;324;;288;;1887;;;1215;
09565;Schwabach, Stadt;09;30044;30006;17944;12459;75;52;17869;12407;;;2200;3003;4037;1923;520;550;1508;1028;6428;4279;583;367;678;330;130;137;245;133;30;86;101;47;454;254;343;56;25;22;87;79;6;6;5;3;0;;32;;23;;39;;24;;16;;7;;47;;4;;27;;9;;15;;10;;17;;20;;20;;17;;6;;4;;27;;21;;26;;78;;;104;
09571;Ansbach;09;140434;139801;83057;55113;228;194;82829;54919;;;7498;11590;13660;6081;2078;1550;6957;3988;35857;22036;2248;1302;5538;3242;660;540;962;503;287;495;506;248;2410;1779;1326;175;101;161;526;435;20;28;14;11;8;7;142;;150;;284;;22;;52;;51;;130;;21;;104;;27;;62;;57;;95;;114;;86;;63;;29;;51;;85;;145;;131;;272;;;748;
09572;Erlangen-Höchstadt;09;103993;102993;69148;48417;183;154;68965;48263;;;7638;12111;15265;6879;1660;1307;5296;3671;25955;17124;2391;1535;3925;2448;461;586;713;436;117;276;284;143;1671;714;1431;250;47;96;325;308;5;8;6;16;1;9;113;;78;;85;;40;;37;;40;;174;;24;;92;;27;;30;;41;;62;;84;;77;;31;;12;;34;;123;;98;;70;;402;;;346;
09573;Fürth;09;91862;90790;59550;40010;154;140;59396;39870;;;7306;11080;12093;4815;1557;1371;5563;3442;22181;13555;1780;939;2989;1594;378;531;811;452;112;326;266;144;1179;611;1173;215;54;104;282;238;16;17;9;10;5;10;124;;91;;134;;17;;34;;23;;118;;37;;98;;12;;36;;36;;54;;66;;42;;46;;19;;27;;108;;133;;102;;285;;;416;
09574;Nürnberger Land;09;130181;129375;84954;57895;220;233;84734;57662;;;9755;15411;16989;7502;2238;1881;7088;4275;32412;19597;2284;1507;5143;3169;690;679;1058;632;136;315;351;165;2103;1111;1666;237;79;128;341;313;26;21;11;8;4;8;191;;112;;167;;110;;48;;40;;215;;28;;103;;30;;50;;64;;75;;77;;84;;50;;23;;49;;117;;219;;104;;404;;;703;
09575;Neustadt a.d.Aisch-Bad Windsheim;09;77458;77421;47420;33005;165;141;47255;32864;;;4516;7038;7645;3384;1178;853;3787;2111;20168;13807;1324;752;3580;1937;308;341;566;317;163;296;232;188;1407;1035;802;126;53;69;279;228;10;10;12;16;0;10;84;;66;;89;;17;;34;;21;;93;;22;;59;;16;;25;;35;;49;;64;;52;;38;;11;;26;;61;;88;;69;;206;;;346;
09576;Roth;09;98021;97193;61851;41456;173;167;61678;41289;;;6261;9122;11047;5087;1404;1317;5260;2999;25935;16273;1664;902;3854;2517;388;438;785;484;96;284;262;153;1485;743;1149;162;76;118;355;274;5;12;19;10;4;17;127;;99;;98;;29;;40;;41;;102;;34;;94;;19;;44;;46;;57;;73;;63;;42;;15;;28;;85;;112;;109;;272;;;377;
09577;Weißenburg-Gunzenhausen;09;72142;72500;42249;29964;140;138;42109;29826;;;4226;6545;6863;3303;928;751;3206;2058;19042;12559;960;573;2513;1178;345;304;455;259;85;170;181;90;1356;1248;630;131;51;52;275;227;9;6;8;9;1;7;66;;59;;108;;15;;36;;17;;61;;18;;50;;15;;36;;28;;31;;35;;29;;41;;10;;14;;35;;71;;53;;147;;;356;
09661;Aschaffenburg, Stadt;09;50032;49917;28272;17112;146;123;28126;16989;;;3196;3939;6548;2560;1029;688;2517;1443;9236;5822;1255;680;693;264;171;279;341;185;57;165;123;45;1059;448;817;126;37;33;87;104;13;9;25;30;0;7;45;;45;;15;;27;;22;;12;;102;;3;;47;;13;;30;;24;;34;;41;;28;;28;;15;;43;;58;;54;;45;;191;;;162;
09662;Schweinfurt, Stadt;09;37301;38947;18077;13598;83;91;17994;13507;;;2512;3717;3022;1208;861;864;2078;989;6393;5025;606;465;583;254;117;169;201;108;21;88;65;23;348;190;484;67;27;24;109;52;3;8;20;22;3;4;43;;29;;31;;52;;15;;5;;45;;9;;22;;7;;10;;17;;20;;26;;22;;15;;3;;17;;29;;19;;19;;86;;;230;
09663;Würzburg, Stadt;09;98961;99770;62514;41643;150;133;62364;41510;;;6512;9510;19475;8235;2431;1765;3692;2895;18068;12881;2834;1795;1390;722;518;1029;712;413;78;122;152;92;1520;989;2373;446;38;43;173;115;25;30;17;6;7;9;102;;70;;66;;28;;99;;41;;358;;8;;68;;12;;36;;30;;83;;55;;90;;47;;33;;61;;209;;69;;75;;709;;;413;
09671;Aschaffenburg;09;133359;134223;83199;53199;393;349;82806;52850;;;9308;11845;15407;5557;1907;1387;7486;4404;32619;22104;3403;1640;3914;1773;460;617;1119;570;137;442;439;239;2039;789;1708;263;109;167;429;362;23;20;26;29;4;16;172;;155;;67;;75;;53;;58;;184;;28;;134;;34;;78;;67;;118;;128;;64;;61;;25;;42;;115;;161;;148;;302;;;626;
09672;Bad Kissingen;09;83393;84410;50100;35211;177;177;49923;35034;;;4218;6518;6868;2748;1262;1016;4524;2347;24213;17523;1508;915;2722;1165;250;364;638;300;135;227;225;134;1006;753;769;105;54;116;303;224;8;15;8;10;6;8;110;;68;;60;;6;;55;;30;;66;;18;;76;;25;;27;;45;;56;;70;;36;;48;;15;;18;;54;;81;;87;;155;;;546;
09673;Rhön-Grabfeld;09;63683;64780;37849;26640;151;135;37698;26505;;;2999;4541;5651;2212;920;730;2850;1370;18684;14151;1085;658;2198;988;175;251;357;197;80;225;216;118;547;316;761;132;43;71;220;181;9;11;5;15;3;9;55;;67;;59;;9;;38;;18;;49;;19;;62;;10;;20;;25;;51;;46;;34;;29;;7;;21;;41;;53;;61;;121;;;329;
09674;Haßberge;09;68076;68335;41409;29204;141;119;41268;29085;;;4229;6328;5294;2047;978;800;3867;1396;18972;14100;1139;675;2457;1264;215;271;482;255;160;361;235;114;1226;688;691;106;49;79;320;223;12;10;9;12;2;10;75;;54;;51;;3;;29;;15;;54;;32;;77;;21;;27;;39;;52;;41;;20;;25;;10;;16;;39;;65;;60;;126;;;346;
09675;Kitzingen;09;69339;69555;42702;30027;128;124;42574;29903;;;4202;5485;6920;2696;956;699;3447;1688;17793;14454;1345;733;3599;1872;218;301;551;277;110;233;210;101;981;591;675;98;45;67;393;275;7;14;6;5;5;8;94;;67;;74;;16;;33;;29;;75;;18;;63;;15;;27;;32;;39;;51;;27;;38;;12;;29;;62;;56;;73;;181;;;306;
09676;Miltenberg;09;95625;96324;57058;37507;281;222;56777;37285;;;6387;8254;9494;3504;1352;848;4661;2355;23471;16282;2011;1176;3477;1986;307;357;794;412;95;318;291;153;1391;694;1025;179;99;106;296;239;17;11;13;10;6;14;118;;92;;75;;91;;48;;30;;119;;18;;91;;28;;40;;46;;82;;78;;56;;59;;15;;25;;69;;125;;96;;189;;;387;
09677;Main-Spessart;09;99845;101181;63090;42611;237;201;62853;42410;;;6997;8841;10240;4120;1249;905;4917;3342;27794;18912;1679;932;4068;2446;335;507;972;505;106;277;271;145;1082;447;1228;154;79;124;341;236;15;21;13;21;2;11;124;;92;;44;;20;;37;;37;;137;;33;;93;;20;;36;;43;;75;;78;;64;;38;;14;;22;;64;;106;;81;;207;;;464;
09678;Schweinfurt;09;91257;91692;57003;40853;198;209;56805;40644;;;5417;8001;8583;3402;1348;1290;5026;2708;26229;19938;1728;938;3111;1508;259;376;713;325;121;297;316;194;1094;503;986;141;74;92;389;267;4;6;15;13;6;8;122;;82;;77;;15;;33;;24;;73;;28;;81;;31;;48;;40;;65;;75;;53;;38;;11;;25;;61;;106;;91;;207;;;637;
09679;Würzburg;09;127271;127059;86646;60414;259;250;86387;60164;;;9695;13624;17730;7500;1841;1464;5991;4124;35729;25210;3078;1659;3933;2028;501;831;1079;591;138;291;387;219;1791;1020;1677;280;94;124;484;296;10;21;16;12;3;18;140;;102;;93;;33;;81;;37;;183;;37;;134;;28;;52;;42;;112;;98;;70;;60;;37;;43;;142;;125;;149;;412;;;852;
09761;Augsburg, Stadt;09;190297;188472;105747;68429;363;267;105384;68162;;;10642;14001;27011;10932;4085;3395;9421;7078;32368;23674;3837;1870;3389;1172;700;1306;1465;762;139;353;316;177;3463;1401;3608;542;112;94;643;515;37;53;48;63;12;10;196;;156;;187;;309;;100;;68;;504;;15;;164;;36;;108;;73;;114;;135;;157;;102;;48;;102;;262;;191;;132;;929;;;764;
09762;Kaufbeuren, Stadt;09;31409;31430;16454;11037;52;40;16402;10997;;;1422;1935;3365;1435;553;414;1676;1076;6257;4382;508;375;797;446;134;139;194;116;21;63;51;36;466;208;301;38;19;25;140;172;4;4;3;;2;3;31;;28;;29;;21;;20;;11;;48;;4;;17;;6;;11;;14;;13;;23;;22;;11;;5;;13;;29;;33;;20;;80;;;130;
09763;Kempten (Allgäu), Stadt;09;48801;48210;27480;17296;110;65;27370;17231;;;2326;3323;6009;2266;805;601;2545;1865;9027;6022;1158;639;2112;1215;168;205;317;175;33;62;87;56;882;318;550;71;41;37;159;84;3;7;14;11;3;2;45;;45;;45;;18;;145;;14;;71;;8;;37;;6;;24;;20;;25;;34;;47;;35;;11;;15;;38;;48;;48;;352;;;272;
09764;Memmingen, Stadt;09;29480;29910;16907;11160;95;54;16812;11106;;;1761;2127;2925;1133;451;340;1683;1231;6238;4067;620;404;871;407;74;96;156;105;70;114;56;31;1035;739;267;40;31;28;120;67;0;2;4;3;0;5;26;;13;;52;;18;;15;;10;;20;;10;;28;;6;;9;;21;;17;;18;;16;;12;;4;;5;;23;;24;;26;;77;;;167;
09771;Aichach-Friedberg;09;101054;98943;63818;40818;175;130;63643;40688;;;4575;6502;10564;4026;980;716;6036;4032;28672;18703;1995;1020;3509;1585;267;363;726;441;92;162;228;152;2555;1385;1038;157;66;68;832;646;8;10;13;9;2;;115;;72;;103;;28;;36;;26;;111;;10;;72;;32;;35;;30;;49;;62;;71;;49;;14;;39;;74;;105;;77;;275;;;711;
09772;Augsburg;09;188792;185425;113784;74330;345;313;113439;74017;;;8990;11817;20165;7765;2080;1746;10529;7764;47461;33249;3605;1882;7610;4065;596;661;1446;747;168;304;519;219;4062;1589;1897;279;127;147;1080;835;19;16;19;16;13;14;247;;164;;152;;112;;75;;57;;226;;21;;180;;41;;106;;85;;114;;126;;149;;77;;42;;53;;142;;243;;144;;497;;;902;
09773;Dillingen a.d.Donau;09;72685;72224;39769;26453;109;103;39660;26350;;;2859;3751;5345;2082;602;481;4457;2060;18242;12758;1215;697;3221;1923;173;189;415;301;143;233;203;90;811;334;540;73;49;69;436;352;2;10;8;6;1;6;69;;72;;61;;19;;23;;26;;57;;9;;60;;30;;30;;30;;47;;46;;34;;20;;9;;11;;44;;73;;51;;117;;;935;
